initial_capital,final_equity,total_return,total_pnl,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,avg_drawdown,calmar_ratio
10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
