initial_capital,final_equity,total_return,total_pnl,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,avg_drawdown,total_trades,winning_trades,losing_trades,win_rate,profit_factor,avg_win,avg_loss,largest_win,largest_loss,avg_trade_duration_seconds,expectancy,calmar_ratio
10000.0,10029.65262812723,0.0029652628127230856,29.652628127230855,0.4737796150995583,9.179234039101901,-7.363197060388847e-05,470,-7.32072720278385e-05,4,3,1,0.75,48.08663475425854,10.230488559781174,-0.6382535570681726,24.961697361312588,-0.6382535570681726,5400.0,7.513303030568838,40.271403690593225
