initial_capital,final_equity,total_return,total_pnl,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,avg_drawdown,total_trades,winning_trades,losing_trades,win_rate,profit_factor,avg_win,avg_loss,largest_win,largest_loss,avg_trade_duration_seconds,expectancy,calmar_ratio
10000.0,9878.59733741226,-0.012140266258773954,-121.40266258773954,-0.3845509225447433,-0.08595068582110882,-0.0158549341776843,1971,-0.011350130548180534,46,17,29,0.3695652173913043,0.5985496942885306,10.247727858060193,-10.03640767291797,46.044677018613996,-73.00324756493099,5791.304347826087,-2.540096715817346,-0.7657090292977241
