entry_time,exit_time,entry_price,exit_price,side,size,pnl,return_pct,duration
2024-01-08 21:00:00,2024-01-08 22:00:00,0.03478937249401371,0.022679095573514895,long,5751.756518012266,-69.98584362588227,-0.3497543409589319,3600.0
2024-01-08 22:00:00,2024-01-08 23:00:00,0.02269043512130165,0.014390842830743544,long,8756.887261386624,-73.00324756493099,-0.36740883674206504,3600.0
2024-02-12 18:00:00,2024-02-12 19:00:00,0.48719510199126426,0.45140611242352563,long,404.83740395441345,-14.868611132707693,-0.07538533316321344,3600.0
2024-02-12 19:00:00,2024-02-12 20:00:00,0.45163181547973735,0.5582356793897574,long,436.05277640480165,46.044677018613996,0.23380610469354265,3600.0
2024-02-13 17:00:00,2024-02-13 18:00:00,0.3351079694639774,0.37958192588713324,long,590.4207291853767,25.83649010848244,0.1305831561951904,3600.0
2024-02-14 12:00:00,2024-02-14 13:00:00,0.797806774216982,0.8330517899955973,long,248.64379160179342,8.358055067865696,0.04213372814901096,3600.0
2024-02-26 18:00:00,2024-02-26 19:00:00,1.1392587089560295,1.290404179852615,long,174.2667936010168,25.9163394565991,0.13053791210088211,3600.0
2024-02-26 19:00:00,2024-02-26 20:00:00,1.291049381942541,1.2837972825692034,long,154.17811718031078,-1.5150010710241923,-0.007611098596726939,3600.0
2024-02-27 05:00:00,2024-02-27 07:00:00,1.558523649903527,1.556571384429838,long,127.69729687449022,-0.6469888541839341,-0.0032508856844385907,7200.0
2024-02-28 11:00:00,2024-02-28 12:00:00,2.0455812645812324,2.114503710839691,long,97.2849743072125,6.300507508214342,0.03166015433180629,3600.0
2024-02-28 16:00:00,2024-02-28 17:00:00,2.6335706474843836,2.4538903052750722,long,75.61156715896034,-13.970490386356676,-0.07015820000629538,3600.0
2024-02-28 20:00:00,2024-02-28 22:00:00,2.293268975763547,2.4397249278601536,long,86.70891429874946,12.288749609070436,0.061800067743147925,7200.0
2024-02-29 20:00:00,2024-02-29 21:00:00,2.55271681341483,2.4566570070077978,long,77.99171903763997,-7.882463308212719,-0.03959230862108448,3600.0
2024-03-04 03:00:00,2024-03-04 05:00:00,2.8108890280135133,2.792430295753071,long,70.7715784982709,-1.702810560171349,-0.008559802656480184,7200.0
2024-03-04 11:00:00,2024-03-04 13:00:00,3.110953516805669,3.089285200577484,long,63.93377138928401,-1.7816430660127691,-0.008957707067118683,7200.0
2024-03-04 17:00:00,2024-03-04 18:00:00,3.386870952487965,3.3443432680259386,long,58.71418017046192,-2.8920976720586036,-0.014543579369247104,3600.0
2024-03-05 08:00:00,2024-03-05 09:00:00,3.38822789015746,3.308840084469157,long,58.67299907660953,-5.050760643149498,-0.02540656119765507,3600.0
2024-03-05 18:00:00,2024-03-05 19:00:00,2.9006146255976137,2.462759328332609,long,68.50080545747305,-30.36075162178917,-0.15280121527621235,3600.0
2024-03-05 19:00:00,2024-03-05 21:00:00,2.463990707996775,2.7765547783442392,long,80.39191541914236,24.70643842322657,0.12472649029929489,7200.0
2024-03-05 22:00:00,2024-03-06 01:00:00,2.8006010349213155,2.7502016903588458,long,70.90525394308135,-3.9670618997160867,-0.019977416093641,10800.0
2024-03-06 08:00:00,2024-03-06 09:00:00,3.4008452082128997,3.260118026721811,long,58.36665556347691,-8.602457936270723,-0.043338201430361455,3600.0
2024-03-06 17:00:00,2024-03-06 18:00:00,3.4658308336055867,3.423350042536759,long,57.222019847757714,-2.8249515690162736,-0.014244278685289935,3600.0
2024-03-07 17:00:00,2024-03-07 18:00:00,3.5112450471434813,3.510893971353826,long,56.46525024265682,-0.4162312974818608,-0.002099386189854159,3600.0
2024-03-08 18:00:00,2024-03-08 21:00:00,3.6781246637282465,3.6092998289441036,long,53.90057079460876,-4.102396947827124,-0.020692733820977447,10800.0
2024-03-10 07:00:00,2024-03-10 08:00:00,3.808422867035736,3.855316166127716,long,52.034386478151326,2.0413863939740198,0.010301242558034418,3600.0
2024-03-11 03:00:00,2024-03-11 05:00:00,3.6825986617121913,3.671611573415348,long,53.82281155114571,-0.987081446260667,-0.004980032963368676,7200.0
2024-03-11 10:00:00,2024-03-11 12:00:00,4.173805015906246,4.250328026978937,long,47.48331066129775,3.2336610909981576,0.01631628764024398,7200.0
2024-03-12 11:00:00,2024-03-12 12:00:00,4.2618636638439265,4.288411659397818,long,46.516927697490026,0.8372983925563436,0.004223472606405453,3600.0
2024-03-12 19:00:00,2024-03-12 22:00:00,4.147713188208895,4.113811445643139,long,47.800695651764656,-2.0153351815680414,-0.010164929053855675,10800.0
2024-03-13 11:00:00,2024-03-13 13:00:00,4.438314688459471,4.2867963390471315,long,44.66138166882556,-7.156598619513591,-0.03610409091954131,7200.0
2024-03-13 17:00:00,2024-03-13 18:00:00,4.39684423384116,4.447640931702264,long,45.049601482825594,1.8900306454834597,0.009541942876464714,3600.0
2024-03-14 10:00:00,2024-03-14 11:00:00,4.424453934387287,4.405380155357659,long,44.776580840693065,-1.2493297596566977,-0.0063061816990437666,3600.0
2024-03-14 18:00:00,2024-03-14 19:00:00,3.935703959245379,3.8180215685971133,long,50.3302436139815,-6.31313420415737,-0.031870844063529156,3600.0
2024-03-14 22:00:00,2024-03-15 01:00:00,4.179766393757629,4.193388831221239,long,47.360692858854186,0.2487089447334854,0.0012563809644695848,10800.0
2024-03-15 06:00:00,2024-03-15 08:00:00,3.6937082712459697,3.4203158139535015,long,53.593736960011626,-15.033298924780093,-0.07594123591280266,7200.0
2024-03-15 12:00:00,2024-03-15 14:00:00,3.565808849136991,3.683872091926158,long,55.43113552938586,6.142623665902816,0.031077213746600444,7200.0
2024-03-15 22:00:00,2024-03-16 00:00:00,3.767281058994058,3.8561018146001667,long,52.49880957180975,4.26286662919295,0.021553820782647802,7200.0
2024-03-17 03:00:00,2024-03-17 04:00:00,3.3327035592518355,3.2993361084435833,long,59.36954475110111,-2.374653599791646,-0.012001619735081568,3600.0
2024-03-17 10:00:00,2024-03-17 11:00:00,3.4394493225855327,3.4015601498816577,long,57.512578067291386,-2.572450278134213,-0.013004547298473817,3600.0
2024-03-25 17:00:00,2024-03-25 20:00:00,4.0137304163231855,4.070668507974944,long,49.27041039512784,2.407141771753444,0.01217214984420139,10800.0
2024-03-26 11:00:00,2024-03-26 12:00:00,4.036442605255691,4.105003378070537,long,49.00461953689173,2.9609267061180926,0.014968967787263017,3600.0
2024-03-26 18:00:00,2024-03-26 20:00:00,3.907497951508661,3.8878951796156964,long,50.63639359726597,-1.3872458335073223,-0.007011192690688831,7200.0
2024-03-27 16:00:00,2024-03-27 19:00:00,3.790947000620601,3.6888145658293556,long,52.18534229456276,-5.720053735559764,-0.02891371257167892,10800.0
2024-03-28 17:00:00,2024-03-28 20:00:00,4.053046033593682,4.03119475185804,long,48.781935515967554,-1.4602144045195584,-0.007385434726280831,10800.0
2024-03-29 19:00:00,2024-03-29 22:00:00,3.8624344072561434,3.8845494007761228,long,51.18125341833626,0.7354721542379297,0.0037204390991472753,10800.0
2024-03-30 19:00:00,2024-03-30 20:00:00,3.9014569530948986,3.885311344337767,long,50.67260168233195,-1.2126173703802374,-0.006133717400087915,3600.0
